Ngày,Thành_phố,Khu_vực,Nhiệt_độ,Áp_suất,Tốc_độ_gió,Hướng_gió,Độ_ẩm,Chỉ_số_UV,Lượng_mưa,Thời_tiết,AQI,PM2.5,PM10,CO,NO2,SO2,O3
2023-08-01,Hải Phòng,Bắc Bộ,31.9,1001.7,0.4,248,84.3,1.8,24.1,Mưa vừa,48.0,39.6,57.1,2.62,11.7,5.9,6.6
2023-08-01,Cần Thơ,Nam Bộ,29.4,999.5,4.1,177,86.9,3.1,46.6,Mưa to,37.0,23.7,19.5,1.84,13.6,5.3,13.4
2023-08-01,Huế,Trung Bộ,28.0,1002.1,1.4,215,76.7,1.0,1.5,Mưa nhẹ,45.0,38.8,58.2,1.5,10.7,8.5,7.8
2023-08-01,Nha Trang,Trung Bộ,28.9,999.3,6.8,54,72.3,2.3,0.0,Mây,43.0,29.1,30.5,2.57,8.0,2.9,0.0
2023-08-01,Đà Lạt,Tây Nguyên,18.4,987.3,5.9,167,85.7,1.4,0.0,Nắng,35.0,30.9,31.8,1.05,0.7,0.0,22.2
2023-08-01,Vũng Tàu,Nam Bộ,28.7,993.9,14.5,167,84.0,1.7,0.0,Nắng,52.0,45.7,92.2,2.33,14.1,7.9,0.0
2023-08-01,Hạ Long,Bắc Bộ,31.9,1001.4,1.4,214,78.3,0.6,66.4,Dông,44.0,32.4,33.4,1.76,5.2,5.6,7.0
2023-08-02,Hà Nội,Bắc Bộ,27.8,999.6,2.2,241,79.7,5.9,12.6,Mưa vừa,68.0,44.6,70.0,3.6,15.2,7.1,19.4
2023-08-02,TP Hồ Chí Minh,Nam Bộ,29.6,997.8,4.9,253,77.1,1.0,49.8,Mưa to,60.0,46.8,72.0,3.53,6.9,8.9,12.6
2023-08-02,Đà Nẵng,Trung Bộ,24.6,999.8,3.5,316,75.2,4.5,0.0,Nắng,51.0,34.8,52.1,2.96,21.9,4.3,7.9
2023-08-02,Hải Phòng,Bắc Bộ,30.6,997.9,0.6,259,80.5,6.4,22.8,Mưa vừa,57.0,47.0,59.7,3.05,12.1,11.5,3.6
2023-08-02,Cần Thơ,Nam Bộ,30.0,996.6,5.1,351,82.5,2.2,102.0,Dông,18.0,14.0,34.0,0.92,7.7,2.2,0.7
2023-08-02,Huế,Trung Bộ,30.5,1003.5,3.5,179,75.6,1.7,18.0,Mưa vừa,38.0,29.3,34.8,2.86,0.0,0.2,0.0
2023-08-02,Nha Trang,Trung Bộ,31.8,991.2,1.3,102,76.0,3.7,0.0,Mây,42.0,35.2,49.1,3.37,8.1,4.1,8.0
2023-08-02,Đà Lạt,Tây Nguyên,15.7,1004.2,3.2,87,82.7,5.1,15.5,Mưa vừa,28.0,28.6,17.6,0.91,0.4,0.0,15.8
2023-08-02,Vũng Tàu,Nam Bộ,30.0,999.8,1.5,229,83.8,0.6,45.4,Mưa to,38.0,27.8,41.9,1.96,12.5,1.8,13.8
2023-08-02,Hạ Long,Bắc Bộ,29.8,990.2,1.3,255,76.3,8.4,0.0,Mây,74.0,56.0,81.2,4.32,16.1,16.3,25.2
2023-08-03,Hà Nội,Bắc Bộ,35.6,992.6,1.4,321,83.5,2.0,0.0,Mây,89.0,72.7,107.3,5.26,14.3,13.7,4.7
2023-08-03,TP Hồ Chí Minh,Nam Bộ,33.0,1006.3,3.1,91,80.1,1.7,20.6,Mưa vừa,48.0,32.4,41.7,2.1,9.5,0.0,4.8
2023-08-03,Đà Nẵng,Trung Bộ,28.5,997.1,2.6,236,78.4,2.3,0.0,Mây,62.0,44.8,77.1,3.7,14.0,4.8,8.6
2023-08-03,Hải Phòng,Bắc Bộ,28.1,996.2,4.9,224,84.9,0.9,6.6,Mưa vừa,69.0,50.7,82.6,3.53,22.9,10.2,20.2
2023-08-03,Cần Thơ,Nam Bộ,24.9,1004.0,8.3,21,82.6,0.4,40.1,Mưa to,42.0,37.7,54.9,1.51,15.4,10.6,9.8
2023-08-03,Huế,Trung Bộ,25.1,1004.6,6.2,101,71.0,1.7,0.0,Mây,32.0,30.9,59.1,1.81,11.2,9.6,10.1
2023-08-03,Nha Trang,Trung Bộ,32.5,996.4,4.5,239,67.9,2.5,1.1,Mưa nhẹ,38.0,24.1,33.9,1.9,7.2,2.6,2.4
2023-08-03,Đà Lạt,Tây Nguyên,13.1,997.1,0.9,116,81.5,1.0,45.2,Mưa to,32.0,31.9,59.1,2.08,16.2,5.3,7.6
2023-08-03,Vũng Tàu,Nam Bộ,31.4,998.7,6.2,113,77.3,0.8,0.0,Nắng,52.0,30.8,38.3,2.02,6.7,7.3,10.9
2023-08-03,Hạ Long,Bắc Bộ,29.5,998.7,4.2,304,73.8,2.0,21.3,Mưa vừa,60.0,48.7,80.7,3.52,14.9,8.0,19.8
2023-08-04,Hà Nội,Bắc Bộ,34.9,1010.0,0.8,249,82.6,0.9,0.0,Nắng,52.0,34.4,50.8,3.12,12.2,11.3,4.5
2023-08-04,TP Hồ Chí Minh,Nam Bộ,30.9,1007.1,3.2,124,77.2,2.8,49.8,Mưa to,77.0,55.5,90.4,4.5,21.7,8.7,8.6
2023-08-04,Đà Nẵng,Trung Bộ,32.1,1005.1,3.9,107,82.7,3.6,0.0,Mưa nhẹ,66.0,52.3,71.6,2.68,15.6,12.7,10.4
2023-08-04,Hải Phòng,Bắc Bộ,27.3,1009.5,0.5,245,76.0,8.2,0.0,Mây,58.0,43.3,73.9,2.6,5.3,11.7,18.4
2023-08-04,Cần Thơ,Nam Bộ,34.8,1006.3,2.3,210,84.1,0.4,0.0,Nắng,50.0,43.3,56.5,3.54,11.4,6.9,15.6
2023-08-04,Huế,Trung Bộ,27.9,1002.9,2.8,125,76.0,6.5,3.8,Mưa nhẹ,57.0,44.9,58.7,3.19,12.6,0.0,20.1
2023-08-04,Nha Trang,Trung Bộ,29.0,999.2,7.5,338,77.0,1.0,1.1,Mưa nhẹ,37.0,23.2,29.2,0.78,17.3,0.0,1.8
2023-08-04,Đà Lạt,Tây Nguyên,15.2,1004.3,5.2,356,90.2,2.3,78.2,Dông,25.0,18.7,20.2,0.9,7.0,0.0,5.5
2023-08-04,Vũng Tàu,Nam Bộ,30.2,999.7,1.1,317,78.1,2.3,27.6,Mưa to,38.0,28.8,30.4,2.14,7.3,7.8,11.0
2023-08-04,Hạ Long,Bắc Bộ,27.1,996.8,7.5,202,72.8,9.5,0.0,Mây,55.0,30.8,61.6,2.74,8.5,14.5,12.2
2023-08-05,Hà Nội,Bắc Bộ,30.3,999.8,7.8,344,72.7,2.9,38.8,Mưa to,79.0,55.7,69.6,4.18,20.7,10.8,10.9
2023-08-05,TP Hồ Chí Minh,Nam Bộ,28.2,1005.2,6.2,194,90.1,3.6,0.0,Nắng,66.0,54.6,81.3,2.86,7.7,12.3,18.9
2023-08-05,Đà Nẵng,Trung Bộ,28.7,993.8,7.1,3,71.4,2.0,0.0,Nắng,45.0,34.4,49.6,1.97,8.5,10.0,12.2
2023-08-05,Hải Phòng,Bắc Bộ,28.2,1011.0,3.6,209,75.8,1.7,0.0,Mây,62.0,51.6,99.5,3.44,13.8,7.3,12.4
2023-08-05,Cần Thơ,Nam Bộ,29.6,994.8,8.2,153,81.2,1.1,12.5,Mưa vừa,52.0,38.0,54.5,2.66,6.4,5.9,14.5
2023-08-05,Huế,Trung Bộ,27.8,997.9,0.9,217,63.2,1.6,0.0,Mây,53.0,48.1,74.8,2.3,9.9,5.7,12.1
2023-08-05,Nha Trang,Trung Bộ,30.9,999.1,4.3,75,76.7,5.9,6.0,Mưa vừa,37.0,34.5,62.9,2.43,7.4,3.5,1.1
2023-08-05,Đà Lạt,Tây Nguyên,18.8,998.8,3.3,351,77.8,1.3,162.2,Dông,23.0,21.3,30.5,1.72,0.0,5.5,8.8
2023-08-05,Vũng Tàu,Nam Bộ,30.4,1002.9,1.3,198,85.2,1.4,0.0,Mây,47.0,32.2,61.0,2.75,13.5,4.6,17.6
2023-08-05,Hạ Long,Bắc Bộ,26.6,999.2,4.2,127,75.2,1.8,0.0,Nắng,76.0,47.7,56.1,4.28,11.4,10.3,15.9
2023-08-06,Hà Nội,Bắc Bộ,31.7,1000.6,5.9,136,86.6,3.9,30.5,Mưa to,55.0,46.0,60.5,2.05,24.2,8.7,11.4
2023-08-06,TP Hồ Chí Minh,Nam Bộ,34.6,998.7,0.6,31,80.7,3.4,58.3,Dông,51.0,31.9,55.4,2.32,7.5,4.1,17.6
2023-08-06,Đà Nẵng,Trung Bộ,28.3,1002.5,5.5,115,69.4,5.1,0.0,Mây,53.0,46.4,61.3,2.33,7.1,6.8,7.2
2023-08-06,Hải Phòng,Bắc Bộ,31.2,1005.5,2.3,194,79.3,5.9,7.8,Mưa vừa,65.0,43.1,71.3,2.69,8.6,9.3,15.7
2023-08-06,Cần Thơ,Nam Bộ,32.1,998.5,1.5,278,94.0,2.0,15.5,Mưa vừa,70.0,46.9,64.4,3.45,11.2,15.6,6.1
2023-08-06,Huế,Trung Bộ,31.7,997.6,1.0,149,84.1,2.4,0.0,Nắng,38.0,34.8,57.1,2.91,14.2,2.1,7.0
2023-08-06,Nha Trang,Trung Bộ,27.2,998.9,2.1,230,80.1,2.8,0.0,Nắng,40.0,31.8,54.4,1.96,7.1,8.7,12.8
2023-08-06,Đà Lạt,Tây Nguyên,22.2,999.9,4.2,57,88.7,1.9,15.8,Mưa vừa,36.0,27.6,33.5,2.13,5.4,5.2,17.5
2023-08-06,Vũng Tàu,Nam Bộ,29.9,1004.2,8.5,244,88.0,4.0,0.0,Mây,48.0,45.6,76.9,2.56,12.0,9.8,5.5
2023-08-06,Hạ Long,Bắc Bộ,30.3,997.8,2.5,206,79.5,1.7,14.3,Mưa vừa,27.0,14.9,13.6,0.96,8.9,0.6,5.8
2023-08-07,Hà Nội,Bắc Bộ,25.9,994.3,2.3,338,83.1,0.8,36.4,Mưa to,42.0,24.4,31.5,2.65,7.4,11.5,13.0
2023-08-07,TP Hồ Chí Minh,Nam Bộ,28.5,995.5,2.1,272,95.0,1.2,,Nắng,73.0,54.0,78.0,3.39,20.5,8.0,13.7
2023-08-07,Đà Nẵng,Trung Bộ,32.5,999.7,5.4,63,80.0,0.1,14.0,Mưa vừa,32.0,28.9,25.4,1.37,8.2,8.8,6.2
2023-08-07,Hải Phòng,Bắc Bộ,31.7,995.3,3.9,263,85.1,1.9,0.0,Mây,89.0,65.3,100.2,4.07,7.8,7.8,27.3
2023-08-07,Cần Thơ,Nam Bộ,30.1,1009.2,1.9,174,78.5,0.5,20.4,Mưa vừa,66.0,44.2,57.2,2.98,3.5,11.7,25.5
2023-08-07,Huế,Trung Bộ,33.2,1003.1,1.7,118,85.2,3.6,11.9,Mưa vừa,48.0,35.4,56.2,2.53,14.5,6.1,10.6
2023-08-07,Nha Trang,Trung Bộ,34.7,997.8,7.3,244,75.3,2.0,0.0,Nắng,38.0,30.0,62.1,1.68,1.8,6.9,1.0
2023-08-07,Đà Lạt,Tây Nguyên,16.8,1005.4,1.7,117,84.7,0.3,70.5,Dông,18.0,4.9,9.0,0.15,0.0,1.5,8.1
2023-08-07,Vũng Tàu,Nam Bộ,30.8,999.2,1.9,235,79.8,2.9,72.9,Dông,17.0,18.9,24.6,0.04,8.8,1.9,9.1
2023-08-07,Hạ Long,Bắc Bộ,33.6,1001.8,0.7,294,82.0,2.2,21.9,Mưa vừa,47.0,40.4,65.5,2.78,0.0,0.9,0.0
2023-08-08,Hà Nội,Bắc Bộ,32.2,998.4,0.5,173,70.7,1.4,11.5,Mưa vừa,76.0,55.4,70.2,3.57,20.3,7.5,12.6
2023-08-08,TP Hồ Chí Minh,Nam Bộ,33.5,990.8,2.4,168,80.1,1.5,64.9,Dông,32.0,29.5,42.7,1.95,8.5,4.2,7.8
2023-08-08,Đà Nẵng,Trung Bộ,27.4,1003.6,4.0,37,81.3,0.9,0.0,Mây,42.0,21.3,22.1,2.36,0.0,4.1,7.0
2023-08-08,Hải Phòng,Bắc Bộ,31.6,999.1,5.4,0,86.3,3.3,92.2,Dông,44.0,34.0,45.4,2.55,3.0,3.1,8.6
2023-08-08,Cần Thơ,Nam Bộ,33.0,997.4,2.7,98,86.7,0.8,50.4,Dông,40.0,27.2,37.0,1.82,3.3,4.8,15.7
2023-08-08,Huế,Trung Bộ,27.8,1005.4,8.4,99,76.4,1.1,0.0,Mây,39.0,27.3,63.1,2.34,2.9,6.9,6.0
2023-08-08,Nha Trang,Trung Bộ,25.8,997.6,4.1,82,83.4,1.8,0.0,Nắng,44.0,35.7,45.8,1.74,12.1,7.3,5.2
2023-08-08,Đà Lạt,Tây Nguyên,18.0,1001.8,6.1,35,87.6,5.6,49.9,Mưa to,6.0,0.0,0.0,0.0,4.3,4.1,2.7
2023-08-08,Vũng Tàu,Nam Bộ,29.9,1000.7,2.5,176,74.9,0.5,0.0,Nắng,28.0,13.5,47.0,1.54,13.5,9.0,9.3
2023-08-08,Hạ Long,Bắc Bộ,31.6,998.7,4.6,314,81.7,9.8,0.0,Nắng,64.0,44.3,61.1,3.65,15.5,7.1,16.5
2023-08-09,Hà Nội,Bắc Bộ,28.9,999.7,4.3,104,71.3,1.6,69.5,Dông,73.0,56.0,87.8,3.04,17.7,15.3,14.5
2023-08-09,TP Hồ Chí Minh,Nam Bộ,28.9,1007.8,5.5,116,84.0,9.1,0.0,Nắng,69.0,54.1,72.8,3.0,7.6,15.0,17.3
2023-08-09,Đà Nẵng,Trung Bộ,28.1,1000.2,5.8,357,67.1,3.2,14.2,Mưa vừa,57.0,43.5,78.4,2.36,10.9,4.3,18.0
2023-08-09,Hải Phòng,Bắc Bộ,35.3,997.8,4.8,213,76.6,0.6,7.5,Mưa vừa,70.0,57.9,102.4,3.41,8.8,8.2,11.4
2023-08-09,Cần Thơ,Nam Bộ,31.2,994.7,2.1,252,68.9,6.6,53.0,Dông,51.0,34.4,50.9,2.72,10.7,10.2,7.5
2023-08-09,Huế,Trung Bộ,23.3,993.4,1.9,60,74.4,3.2,0.0,Mây,46.0,34.0,27.9,2.66,9.8,14.9,9.4
2023-08-09,Nha Trang,Trung Bộ,27.4,1003.9,2.8,229,81.9,1.5,0.0,Nắng,37.0,30.1,53.2,1.83,1.2,4.0,0.0
2023-08-09,Đà Lạt,Tây Nguyên,14.3,995.3,2.5,194,94.5,1.1,50.5,Dông,19.0,15.3,35.6,0.54,10.6,7.9,4.5
2023-08-09,Vũng Tàu,Nam Bộ,28.4,995.0,1.1,125,90.0,0.4,55.0,Dông,31.0,26.8,47.4,2.07,0.0,5.9,6.9
2023-08-09,Hạ Long,Bắc Bộ,29.3,1002.2,4.5,250,81.0,1.0,13.7,Mưa vừa,45.0,27.5,39.8,2.15,14.6,2.4,11.5
2023-08-10,Hà Nội,Bắc Bộ,29.0,994.0,2.3,51,87.4,1.7,0.0,Nắng,44.0,35.3,56.9,3.27,6.1,8.7,5.8
2023-08-10,TP Hồ Chí Minh,Nam Bộ,28.1,1003.3,7.9,341,78.7,1.5,0.0,Nắng,91.0,75.9,123.2,4.49,14.3,10.2,23.9
2023-08-10,Đà Nẵng,Trung Bộ,31.3,991.0,2.3,220,80.1,0.8,0.0,Nắng,57.0,47.3,71.8,2.65,10.1,11.2,22.6
2023-08-10,Hải Phòng,Bắc Bộ,33.8,993.1,1.3,349,82.3,0.8,0.0,Nắng,59.0,38.3,50.3,3.89,14.1,12.4,15.0
2023-08-10,Cần Thơ,Nam Bộ,28.0,1001.3,5.5,286,77.5,5.3,52.0,Dông,52.0,44.9,58.4,2.81,11.2,7.9,5.1
2023-08-10,Huế,Trung Bộ,27.9,1000.2,9.0,335,71.0,3.8,14.8,Mưa vừa,34.0,26.9,19.4,0.89,0.0,6.4,8.5
2023-08-10,Nha Trang,Trung Bộ,31.5,998.2,0.5,60,79.8,1.8,0.0,Nắng,27.0,17.4,23.6,1.31,0.0,0.6,6.3
2023-08-10,Đà Lạt,Tây Nguyên,15.6,1006.9,2.3,6,87.6,0.8,81.0,Dông,35.0,27.7,47.3,0.94,3.7,1.5,1.0
2023-08-10,Vũng Tàu,Nam Bộ,31.9,991.8,1.4,40,88.0,1.7,24.0,Mưa vừa,52.0,35.5,50.7,2.5,21.3,10.1,14.1
2023-08-10,Hạ Long,Bắc Bộ,25.2,996.7,1.5,92,82.9,1.3,24.9,Mưa vừa,39.0,26.3,35.2,0.85,13.9,2.7,20.3
2023-08-11,Hà Nội,Bắc Bộ,27.0,1002.6,0.3,312,78.3,1.8,0.0,Mây,53.0,41.6,54.9,3.72,22.9,5.7,0.0
2023-08-11,TP Hồ Chí Minh,Nam Bộ,31.0,1005.0,8.2,130,82.1,1.2,97.9,Dông,38.0,24.0,26.4,1.69,1.0,11.3,6.3
2023-08-11,Đà Nẵng,Trung Bộ,30.6,994.7,2.2,186,77.8,3.0,0.0,Nắng,42.0,24.8,35.8,1.14,3.9,2.1,9.5
2023-08-11,Hải Phòng,Bắc Bộ,26.7,999.1,3.9,323,72.2,7.0,0.0,Mây,74.0,50.0,83.6,4.69,18.5,4.9,16.1
2023-08-11,Cần Thơ,Nam Bộ,28.1,1004.4,5.1,62,85.9,4.2,52.2,Dông,43.0,22.6,34.5,2.14,10.7,7.8,5.6
2023-08-11,Huế,Trung Bộ,27.1,1006.1,1.2,179,66.9,2.7,0.0,Nắng,61.0,51.5,62.2,3.03,16.2,9.4,16.5
2023-08-11,Nha Trang,Trung Bộ,26.3,1001.8,5.7,213,71.1,3.6,0.0,Mây,30.0,25.6,30.0,0.71,6.0,8.7,8.6
2023-08-11,Đà Lạt,Tây Nguyên,18.9,998.0,3.9,260,88.5,3.4,0.0,Mây,48.0,33.3,54.3,1.77,11.7,8.9,12.5
2023-08-11,Vũng Tàu,Nam Bộ,32.1,1003.3,1.9,236,80.9,0.3,0.0,Nắng,45.0,33.6,43.8,2.87,10.8,11.1,17.1
2023-08-11,Hạ Long,Bắc Bộ,29.1,1008.3,1.1,282,82.3,3.4,0.0,Nắng,72.0,59.4,109.2,3.27,21.3,12.9,24.3
2023-08-12,Hà Nội,Bắc Bộ,27.8,1003.7,3.7,314,84.9,1.3,6.1,Mưa vừa,61.0,49.3,69.8,3.58,10.8,13.2,9.2
2023-08-12,TP Hồ Chí Minh,Nam Bộ,32.3,1001.2,3.5,298,73.2,1.2,56.1,Dông,57.0,38.9,66.1,2.96,13.6,9.8,15.3
2023-08-12,Đà Nẵng,Trung Bộ,29.2,1006.1,3.7,166,79.1,5.2,0.0,Nắng,45.0,35.2,67.4,2.69,10.0,11.4,9.3
2023-08-12,Hải Phòng,Bắc Bộ,28.8,999.5,2.7,66,89.2,1.6,0.0,Nắng,65.0,47.1,78.1,3.24,6.5,6.4,15.2
2023-08-12,Cần Thơ,Nam Bộ,31.4,1003.3,4.7,3,77.7,1.2,43.7,Mưa to,40.0,25.2,30.9,1.82,2.4,11.6,15.9
2023-08-12,Huế,Trung Bộ,25.4,1000.3,3.6,8,73.6,2.4,1.3,Mưa nhẹ,57.0,49.8,62.9,2.4,2.9,9.9,15.6
2023-08-12,Nha Trang,Trung Bộ,31.9,999.6,4.5,204,81.1,0.5,4.1,Mưa nhẹ,43.0,32.9,39.2,2.16,0.0,5.4,3.0
2023-08-12,Đà Lạt,Tây Nguyên,19.5,1003.7,1.1,257,84.6,6.0,114.2,Dông,22.0,16.5,22.8,1.78,0.0,4.1,2.6
2023-08-12,Vũng Tàu,Nam Bộ,28.6,1005.9,2.1,152,80.8,1.7,39.3,Mưa to,41.0,35.6,56.3,2.29,1.9,1.6,1.7
2023-08-12,Hạ Long,Bắc Bộ,29.2,1001.1,4.9,355,72.7,1.3,14.6,Mưa vừa,53.0,37.4,47.5,2.44,13.9,8.7,17.4
2023-08-13,Hà Nội,Bắc Bộ,29.1,993.4,9.3,199,81.9,2.3,43.5,Mưa to,32.0,30.4,42.1,1.77,14.6,3.8,11.2
2023-08-13,TP Hồ Chí Minh,Nam Bộ,30.6,996.9,2.0,284,86.7,0.6,0.0,Mây,83.0,60.1,89.3,5.08,10.5,9.4,19.7
2023-08-13,Đà Nẵng,Trung Bộ,29.0,1003.1,4.0,2,69.1,2.3,12.7,Mưa vừa,39.0,35.1,52.3,2.95,0.0,6.7,4.1
2023-08-13,Hải Phòng,Bắc Bộ,31.2,1002.4,6.3,32,82.9,0.8,0.0,Nắng,75.0,59.8,87.3,3.36,18.7,10.1,16.4
2023-08-13,Cần Thơ,Nam Bộ,32.1,1002.1,3.3,191,80.8,8.6,59.6,Dông,67.0,43.6,76.2,3.14,8.6,12.6,18.2
2023-08-13,Huế,Trung Bộ,28.4,998.3,4.8,39,64.6,4.7,55.8,Dông,29.0,22.0,35.0,1.85,2.6,0.0,9.5
2023-08-13,Nha Trang,Trung Bộ,30.5,1004.1,3.6,115,78.7,0.1,7.4,Mưa vừa,38.0,28.1,55.5,2.12,5.6,5.6,10.3
2023-08-13,Đà Lạt,Tây Nguyên,12.6,994.9,3.7,87,95.2,4.9,148.5,Dông,18.0,3.5,6.9,0.07,5.1,0.4,0.6
2023-08-13,Vũng Tàu,Nam Bộ,28.1,998.2,5.8,168,82.3,0.4,66.3,Dông,36.0,31.3,29.7,1.56,4.3,3.7,8.6
2023-08-13,Hạ Long,Bắc Bộ,33.3,1001.1,18.8,301,87.7,3.5,0.0,Nắng,65.0,48.7,61.5,3.12,13.8,12.0,6.2
2023-08-14,Hà Nội,Bắc Bộ,29.2,1006.6,2.2,173,84.6,0.2,0.0,Mây,60.0,52.6,86.5,2.83,9.6,12.1,16.0
2023-08-14,TP Hồ Chí Minh,Nam Bộ,28.0,1005.5,2.8,327,85.2,1.8,24.7,Mưa vừa,61.0,40.2,55.8,3.36,14.7,4.0,14.8
2023-08-14,Đà Nẵng,Trung Bộ,29.9,988.0,4.0,179,85.0,1.3,2.6,Mưa nhẹ,63.0,38.4,79.0,2.97,13.3,10.9,3.6
2023-08-14,Hải Phòng,Bắc Bộ,29.1,1004.8,1.7,154,69.7,2.8,74.2,Dông,44.0,39.0,60.4,2.1,16.7,2.2,23.9
2023-08-14,Cần Thơ,Nam Bộ,31.7,1005.6,8.2,324,90.3,0.2,34.5,Mưa to,54.0,39.3,63.8,2.89,6.4,7.6,15.7
2023-08-14,Huế,Trung Bộ,26.7,1000.4,3.5,269,69.5,2.7,0.0,Mây,51.0,33.1,42.4,3.16,11.1,4.1,16.5
2023-08-14,Nha Trang,Trung Bộ,27.0,998.0,4.2,114,81.7,6.8,0.0,Nắng,55.0,54.7,74.1,2.05,7.2,9.9,13.6
2023-08-14,Đà Lạt,Tây Nguyên,17.8,999.9,5.2,229,87.6,0.5,75.5,Dông,9.0,10.6,5.5,0.16,4.1,0.0,5.2
2023-08-14,Vũng Tàu,Nam Bộ,25.8,1000.5,2.4,84,79.5,7.1,114.5,Dông,29.0,20.1,32.2,2.09,0.0,6.2,0.0
2023-08-14,Hạ Long,Bắc Bộ,31.4,1001.5,2.6,116,78.2,0.5,37.2,Mưa to,56.0,30.1,44.0,2.51,10.4,8.4,15.8
2023-08-15,Hà Nội,Bắc Bộ,30.8,1009.8,2.0,209,70.3,3.0,32.2,Mưa to,62.0,41.7,75.9,3.58,6.8,5.9,17.7
2023-08-15,TP Hồ Chí Minh,Nam Bộ,31.3,1006.6,6.4,151,89.4,2.1,54.5,Dông,53.0,38.3,60.4,2.91,12.1,7.8,3.0
2023-08-15,Đà Nẵng,Trung Bộ,30.9,998.9,0.5,191,74.8,2.1,0.9,Mưa nhẹ,47.0,29.6,39.8,1.99,9.4,13.7,13.1
2023-08-15,Hải Phòng,Bắc Bộ,29.2,1005.0,4.7,178,78.5,2.9,0.0,Nắng,76.0,60.7,84.1,4.14,9.2,18.1,11.5
2023-08-15,Cần Thơ,Nam Bộ,26.1,998.0,2.1,250,77.6,9.3,43.5,Mưa to,45.0,38.8,56.2,2.43,4.9,6.1,11.8
2023-08-15,Huế,Trung Bộ,29.9,995.6,7.7,252,69.8,3.4,0.0,Nắng,50.0,36.8,36.2,2.38,9.8,12.4,17.8
2023-08-15,Nha Trang,Trung Bộ,29.4,1008.1,4.9,16,70.9,0.7,0.0,Nắng,37.0,23.5,18.1,1.7,5.8,0.0,6.8
2023-08-15,Đà Lạt,Tây Nguyên,14.9,1004.1,0.8,14,89.2,2.7,0.0,Nắng,26.0,17.8,25.3,1.67,0.0,5.0,11.1
2023-08-15,Vũng Tàu,Nam Bộ,32.2,1001.6,1.2,228,78.4,4.5,2.8,Mưa nhẹ,45.0,27.9,53.0,1.38,12.1,9.2,24.8
2023-08-15,Hạ Long,Bắc Bộ,30.2,996.4,8.4,341,79.8,5.3,50.3,Dông,59.0,47.1,65.7,2.81,3.1,7.7,15.7
2023-08-16,Hà Nội,Bắc Bộ,29.1,1000.8,2.2,37,83.8,0.9,32.2,Mưa to,44.0,42.6,76.2,1.9,13.1,4.8,18.1
2023-08-16,TP Hồ Chí Minh,Nam Bộ,32.3,995.9,8.1,174,84.8,3.2,57.8,Dông,80.0,68.0,116.4,3.61,12.1,20.3,22.2
2023-08-16,Đà Nẵng,Trung Bộ,33.0,997.8,7.0,188,76.3,2.7,0.0,Nắng,45.0,29.4,27.3,1.67,11.0,7.1,14.0
2023-08-16,Hải Phòng,Bắc Bộ,33.1,998.4,1.8,28,82.3,1.0,9.9,Mưa vừa,74.0,53.4,70.1,2.56,16.7,10.8,24.9
2023-08-16,Cần Thơ,Nam Bộ,28.2,997.0,2.2,141,90.0,2.9,36.0,Mưa to,43.0,31.8,35.7,2.51,15.9,9.9,17.4
2023-08-16,Huế,Trung Bộ,28.2,1008.8,0.9,301,74.5,4.1,3.0,Mưa nhẹ,54.0,41.7,60.5,3.6,0.0,7.0,15.5
2023-08-16,Nha Trang,Trung Bộ,31.8,1008.7,2.5,82,78.4,1.7,3.9,Mưa nhẹ,50.0,37.0,54.8,2.55,7.8,2.4,6.1
2023-08-16,Đà Lạt,Tây Nguyên,15.0,996.0,5.7,9,79.4,2.7,48.6,Mưa to,16.0,8.6,0.0,1.03,1.9,2.7,2.0
2023-08-16,Vũng Tàu,Nam Bộ,28.2,998.7,1.9,137,78.6,1.2,27.6,Mưa to,59.0,51.0,71.3,2.27,17.6,3.3,10.0
2023-08-16,Hạ Long,Bắc Bộ,35.7,997.7,2.2,104,78.1,5.1,23.5,Mưa vừa,39.0,35.0,42.8,1.05,0.2,5.4,2.4
2023-08-17,Hà Nội,Bắc Bộ,31.9,994.9,2.8,114,80.7,1.8,70.6,Dông,56.0,42.4,57.4,2.3,19.1,17.4,18.5
2023-08-17,TP Hồ Chí Minh,Nam Bộ,32.2,1002.7,2.4,182,82.8,1.1,0.0,Mây,59.0,47.9,70.0,2.71,11.1,8.0,17.9
2023-08-17,Đà Nẵng,Trung Bộ,29.4,1000.7,4.4,347,76.5,5.6,0.0,Nắng,53.0,45.6,90.8,2.77,6.6,3.8,20.7
2023-08-17,Hải Phòng,Bắc Bộ,31.7,999.5,3.3,319,80.6,2.8,21.3,Mưa vừa,70.0,51.4,61.7,3.52,11.3,12.6,21.0
2023-08-17,Cần Thơ,Nam Bộ,33.3,992.7,1.8,114,78.2,3.0,0.0,Nắng,42.0,32.3,35.4,1.62,10.3,6.6,9.0
2023-08-17,Huế,Trung Bộ,30.8,1004.0,2.5,146,86.7,0.7,0.0,Nắng,44.0,34.4,31.7,2.33,8.6,0.0,12.3
2023-08-17,Nha Trang,Trung Bộ,32.4,996.9,1.4,289,77.3,3.5,0.0,Mây,42.0,35.3,50.6,1.83,8.0,11.0,11.6
2023-08-17,Đà Lạt,Tây Nguyên,14.6,993.9,2.0,152,89.8,0.1,0.0,Mây,23.0,15.2,29.8,1.54,11.0,1.0,7.7
2023-08-17,Vũng Tàu,Nam Bộ,31.3,1008.3,2.1,278,73.4,1.3,40.4,Mưa to,47.0,39.9,55.2,2.83,4.8,7.2,5.3
